loan_id,funded_amount,funded_date,duration years,treasury index,interest rate percent,payments,total past payments,loan balance,property value,purpose
LL0001189,2832000.0,2012-06-05,15,1.57,2.867,19376.63,90,1088103.23,3030300.0,commercial property
LL0001501,2904000.0,2019-09-06,30,1.55,3.147,12474.81,3,2866575.57,3029850.0,investment property
LL0000832,3000000.0,2018-10-26,30,3.08,4.677,15517.69,14,2782752.36,3021600.0,investment property
LL0000490,2928000.0,2014-12-09,30,2.22,3.8169999999999997,13671.58,60,2107705.06,3020450.0,commercial property
LL0000963,2808000.0,2018-04-20,30,2.96,4.5569999999999995,14322.98,20,2521540.34,3019050.0,investment property
LL0000183,2832000.0,2013-07-13,30,2.61,4.207,13860.54,77,1764738.48,3010150.0,investment property
LL0000743,2736000.0,2012-01-15,30,1.89,3.487,12266.02,95,1570728.4,3001400.0,commercial property
LL0001354,2760000.0,2015-02-11,30,2.0,3.597,12543.56,58,2032473.55,2969250.0,home
LL0000565,2904000.0,2018-07-02,30,2.87,4.467,14657.26,17,2654826.66,2931400.0,investment property
LL0000359,2832000.0,2015-11-27,30,2.22,3.8169999999999997,13223.33,49,2184056.64,2906800.0,home
LL0001007,2640000.0,2015-04-01,30,1.87,3.467,11806.2,57,1967046.48,2906800.0,investment property
LL0001008,2664000.0,2018-01-26,30,2.66,4.257,13116.2,23,2362327.44,2759250.0,home
LL0000794,2268000.0,2013-08-04,30,2.63,4.228,11128.01,76,1422271.57,2565050.0,commercial property
LL0001448,2244000.0,2014-07-11,30,2.53,4.128,10879.45,65,1536835.65,2524000.0,commercial property
LL0001119,2196000.0,2012-04-09,15,2.06,3.358,15546.13,92,765755.65,2517150.0,investment property
LL0000292,2220000.0,2015-04-13,30,1.94,3.5380000000000003,10015.94,56,1659107.23,2486200.0,commercial property
LL0000419,2220000.0,2012-02-26,30,1.98,3.5780000000000003,10065.7,94,1273823.96,2483300.0,commercial property
LL0000434,2220000.0,2015-06-19,30,2.26,3.858,10417.69,54,1657444.86,2482850.0,investment property
LL0000112,2220000.0,2012-03-10,30,2.04,3.638,10140.59,93,1276925.18,2482650.0,home
LL0001591,2148000.0,2012-02-18,30,2.01,3.608,9775.44,94,1229108.58,2471700.0,investment property
LL0001368,2280000.0,2016-02-05,30,1.86,3.458,10184.84,46,1811497.38,2471300.0,investment property
LL0000504,2220000.0,2013-03-07,30,2.0,3.5980000000000003,10090.63,81,1402658.81,2464550.0,home
LL0001093,2136000.0,2013-03-13,15,2.04,3.338,15100.53,81,912857.16,2440250.0,commercial property
LL0001493,2196000.0,2013-03-27,30,1.87,3.468,9821.84,81,1400431.23,2439550.0,home
LL0000869,2136000.0,2013-07-17,30,2.52,4.118,10343.43,77,1339555.65,2433950.0,home
LL0001314,2244000.0,2012-12-28,30,1.73,3.3280000000000003,9862.35,84,1415562.5,2432000.0,commercial property
LL0000732,2268000.0,2017-09-01,15,2.1657,3.463,16172.36,28,1815173.97,2430600.0,investment property
LL0000830,2148000.0,2014-10-24,30,2.29,3.888,10116.67,62,1520766.37,2422750.0,home
LL0001421,2208000.0,2018-08-11,30,2.87,4.468,11145.67,16,2029669.3,2413400.0,commercial property
LL0001713,2196000.0,2014-09-01,30,2.35,3.948,10418.31,64,1529227.92,2413400.0,home
LL0000403,2148000.0,2012-02-22,30,2.01,3.608,9775.44,94,1229108.58,2411500.0,commercial property
LL0001486,2268000.0,2018-10-01,30,3.09,4.688,11746.35,15,2091804.71,2410850.0,home
LL0000118,2232000.0,2016-11-15,30,2.2189,3.8169999999999997,10421.78,37,1846394.14,2409100.0,commercial property
LL0001181,2160000.0,2013-07-09,30,2.65,4.248,10623.37,77,1342000.3,2398350.0,investment property
LL0000095,2220000.0,2017-02-20,30,2.4147,4.013,10613.98,34,1859124.56,2392250.0,commercial property
LL0000067,2244000.0,2015-06-03,15,2.38,3.678,16238.83,54,1367103.03,2387650.0,commercial property
LL0000141,2256000.0,2019-09-17,30,1.81,3.408,10014.95,3,2225955.16,2381300.0,home
LL0001585,2256000.0,2013-02-24,15,1.97,3.2680000000000002,15871.95,82,954500.0,2381100.0,commercial property
LL0000878,2268000.0,2014-05-04,30,2.6,4.198,11088.26,67,1525086.43,2371400.0,investment property
LL0000606,2112000.0,2012-06-08,30,1.65,3.248,9189.24,90,1284968.46,2370150.0,investment property
LL0000850,2280000.0,2015-08-02,30,2.2,3.798,10621.23,52,1727695.94,2360650.0,investment property
LL0001063,2256000.0,2017-08-06,30,2.262,3.86,10589.2,28,1959502.36,2359900.0,home
LL0001038,2280000.0,2016-03-07,30,1.91,3.508,10248.4,45,1818821.85,2349750.0,commercial property
LL0000500,2148000.0,2012-07-03,30,1.65,3.248,9345.87,89,1316217.21,2344900.0,home
LL0001688,2244000.0,2017-12-16,30,2.35,3.948,10646.04,24,1988495.13,2341300.0,home
LL0000081,2280000.0,2016-11-13,30,2.1501,3.748,10556.45,37,1889411.42,2337200.0,commercial property
LL0000998,2016000.0,2012-06-12,30,1.67,3.2680000000000002,8793.69,90,1224568.09,2333950.0,home
LL0000446,2160000.0,2014-04-28,30,2.7,4.298,10686.69,68,1433305.31,2323700.0,home
LL0001027,2184000.0,2015-10-02,30,1.99,3.588,9914.73,50,1688263.33,2321600.0,commercial property
LL0000493,2112000.0,2015-02-24,30,1.99,3.588,9587.87,58,1555903.3,2320600.0,commercial property
LL0000110,2136000.0,2013-03-06,30,1.95,3.548,9648.92,81,1354437.63,2320600.0,investment property
LL0000835,2244000.0,2016-03-20,15,1.88,3.178,15689.48,45,1537973.42,2313100.0,investment property
LL0000227,2232000.0,2018-11-09,15,3.19,4.488,17060.96,13,2010207.46,2312900.0,commercial property
LL0000258,2100000.0,2018-04-03,30,2.79,4.388,10501.1,20,1889978.02,2311900.0,home
LL0001257,2148000.0,2014-06-15,30,2.6,4.198,10501.58,66,1454895.61,2309300.0,commercial property
LL0000351,2184000.0,2013-03-04,30,1.88,3.478,9780.33,81,1391792.88,2308700.0,home
LL0000996,2004000.0,2013-05-28,30,2.15,3.748,9278.56,79,1270993.58,2304450.0,investment property
LL0000480,2160000.0,2015-05-24,30,2.21,3.8080000000000003,10074.52,55,1605901.5,2304150.0,home
LL0000611,2100000.0,2012-02-14,15,1.92,3.218,14723.41,94,715999.9,2303900.0,commercial property
LL0001104,2232000.0,2016-02-06,15,1.86,3.158,15583.96,46,1515137.98,2303250.0,home
LL0000274,2280000.0,2018-12-05,30,2.91,4.508,11563.27,12,2141240.82,2299600.0,investment property
LL0000482,1956000.0,2012-02-06,30,1.93,3.528,8813.91,94,1127492.02,2280300.0,commercial property
LL0000802,2160000.0,2013-09-18,30,2.69,4.288,10674.01,75,1359449.35,2274800.0,commercial property
LL0001669,2112000.0,2014-06-11,30,2.65,4.248,10387.3,66,1426438.35,2273500.0,investment property
LL0000207,2220000.0,2017-03-04,30,2.478,4.0760000000000005,10696.12,33,1867028.07,2271650.0,investment property
LL0001112,2208000.0,2019-11-15,30,1.84,3.438,9838.65,1,2198161.35,2270350.0,investment property
LL0000886,2136000.0,2019-06-07,30,2.09,3.688,9817.15,6,2077097.08,2266400.0,home
LL0000541,2196000.0,2019-06-24,30,2.02,3.6180000000000003,10006.24,6,2135962.58,2265550.0,home
LL0000564,2028000.0,2013-08-23,30,2.82,4.418,10177.01,76,1254547.58,2264100.0,commercial property
LL0000179,2004000.0,2015-11-17,30,2.25,3.8480000000000003,9392.63,49,1543761.22,2259300.0,investment property
LL0000221,2160000.0,2014-07-27,30,2.48,4.078,10409.54,65,1483380.08,2259200.0,investment property
LL0000870,2160000.0,2014-08-12,30,2.46,4.058,10384.53,64,1495390.31,2258400.0,investment property
LL0001294,2004000.0,2016-02-20,30,1.76,3.358,8840.76,46,1597325.0,2254550.0,commercial property
LL0001347,2004000.0,2012-12-22,30,1.77,3.3680000000000003,8851.84,84,1260445.03,2252300.0,commercial property
LL0000442,2052000.0,2012-08-08,30,1.68,3.278,8962.0,88,1263344.18,2247100.0,commercial property
LL0000799,2016000.0,2017-07-11,30,2.3605,3.9589999999999996,9575.94,29,1738297.68,2241200.0,investment property
LL0000339,1992000.0,2013-02-14,15,2.0,3.298,14043.68,82,840418.26,2237600.0,investment property
LL0000222,2172000.0,2019-09-19,30,1.79,3.388,9617.97,3,2143146.1,2237200.0,investment property
LL0000116,2052000.0,2013-03-20,30,1.96,3.5580000000000003,9280.96,81,1300242.15,2235900.0,investment property
LL0000510,1968000.0,2015-05-07,15,2.18,3.478,14047.64,55,1195380.0,2233000.0,commercial property
LL0000210,1956000.0,2014-10-02,30,2.44,4.038,9381.14,62,1374369.01,2231850.0,home
LL0000983,2100000.0,2019-06-15,15,2.09,3.388,14897.3,6,2010616.21,2230000.0,investment property
LL0000982,2088000.0,2015-08-28,30,2.19,3.7880000000000003,9714.93,52,1582823.56,2227350.0,commercial property
LL0000939,2088000.0,2019-02-15,30,2.66,4.258,10281.49,10,1985185.14,2224000.0,investment property
LL0000412,1968000.0,2015-12-10,30,2.24,3.838,9212.66,48,1525792.11,2222150.0,investment property
LL0000798,2064000.0,2014-09-28,30,2.54,4.138,10018.77,63,1432817.75,2220050.0,commercial property
LL0001243,2040000.0,2013-10-19,15,2.6,3.898,14985.57,74,931067.65,2213250.0,home
LL0000487,2016000.0,2016-02-17,30,1.81,3.408,8949.53,46,1604321.77,2206700.0,investment property
LL0000800,2112000.0,2018-06-26,30,2.88,4.478,10673.6,18,1919875.14,2199700.0,commercial property
LL0000589,2136000.0,2019-10-27,30,1.8,3.398,9470.39,2,2117059.22,2199300.0,commercial property
LL0000814,2064000.0,2012-10-05,30,1.75,3.3480000000000003,9094.05,86,1281912.02,2196200.0,investment property
LL0001611,2124000.0,2016-05-19,30,1.85,3.448,9476.16,43,1716524.99,2190100.0,investment property
LL0001010,1920000.0,2015-04-14,30,1.9,3.498,8619.51,56,1437307.18,2186150.0,investment property
LL0000974,1956000.0,2017-08-07,30,2.253,3.8510000000000004,9171.01,28,1699211.83,2179850.0,investment property
LL0001676,1884000.0,2013-09-13,30,2.9,4.498,9543.71,75,1168221.56,2179050.0,home
LL0000657,2028000.0,2015-02-05,30,1.83,3.428,9025.31,58,1504531.75,2177550.0,commercial property
LL0001327,2136000.0,2017-10-15,15,2.273,3.571,15344.47,26,1737043.66,2176400.0,commercial property
LL0001158,1850000.0,2012-01-10,30,2.0,3.5980000000000003,8408.86,95,1051158.3,2175650.0,home
LL0001036,2052000.0,2019-11-18,30,1.81,3.408,9109.34,1,2042890.66,2174200.0,commercial property
LL0001608,1850000.0,2012-03-17,30,2.31,3.908,8734.34,93,1037706.11,2172300.0,home
LL0000168,2040000.0,2019-06-17,30,2.09,3.688,9375.93,6,1983744.41,2169900.0,investment property
LL0000921,2040000.0,2016-03-06,30,1.88,3.478,9135.48,45,1628903.51,2169800.0,commercial property
LL0001425,1890000.0,2014-07-27,30,2.48,4.078,9108.35,65,1297957.57,2169200.0,home
LL0000440,1968000.0,2012-07-28,30,1.58,3.178,8487.29,89,1212631.6,2163650.0,commercial property
LL0001086,1836000.0,2012-05-12,30,1.84,3.438,8181.05,91,1091524.47,2155500.0,home
LL0000476,1880000.0,2014-11-10,30,2.38,3.978,8951.58,61,1333953.66,2153900.0,investment property
LL0001631,1968000.0,2013-03-21,30,1.95,3.548,8890.01,81,1247908.83,2151850.0,investment property
LL0001397,1848000.0,2013-04-21,30,1.73,3.3280000000000003,8121.94,80,1198245.1,2150300.0,home
LL0000874,1848000.0,2013-05-21,15,1.94,3.238,12974.54,79,823011.06,2148800.0,investment property
LL0000353,1880000.0,2012-01-16,30,1.89,3.488,8429.45,95,1079202.06,2145350.0,home
LL0001084,1900000.0,2013-04-11,30,1.82,3.418,8445.12,80,1224390.55,2142800.0,investment property
LL0000063,1860000.0,2014-05-20,30,2.52,4.118,9006.92,67,1256536.22,2142600.0,commercial property
LL0000934,1840000.0,2013-04-28,30,1.7,3.298,8056.35,80,1195492.04,2141950.0,home
LL0000750,2052000.0,2018-05-20,30,3.06,4.658,10590.71,19,1850776.54,2141550.0,home
LL0001697,2100000.0,2017-11-10,30,2.3984,3.9960000000000004,10020.88,25,1849478.02,2139100.0,home
LL0001392,1944000.0,2019-04-11,30,2.51,4.1080000000000005,9402.4,8,1868780.8,2137250.0,home
LL0001467,1890000.0,2013-01-21,30,1.87,3.468,8453.22,83,1188382.73,2136800.0,commercial property
LL0000138,1820000.0,2012-08-11,30,1.65,3.248,7918.76,88,1123149.35,2134950.0,investment property
LL0000892,1824000.0,2012-11-26,30,1.66,3.258,7946.17,85,1148575.2,2133600.0,commercial property
LL0000891,1900000.0,2013-10-24,30,2.53,4.128,9211.66,74,1218337.39,2133000.0,commercial property
LL0001233,2076000.0,2016-11-21,30,2.3154,3.9130000000000003,9807.3,37,1713129.91,2132800.0,investment property
LL0000615,1968000.0,2017-08-04,30,2.262,3.86,9237.39,28,1709353.12,2132000.0,investment property
LL0001035,2040000.0,2018-05-01,30,2.97,4.5680000000000005,10418.97,20,1831620.64,2130500.0,commercial property
LL0001154,1850000.0,2014-08-09,30,2.44,4.038,8872.76,64,1282143.37,2128550.0,home
LL0001618,2112000.0,2019-03-14,30,2.63,4.228,10362.59,9,2018736.71,2126650.0,commercial property
LL0000571,1944000.0,2019-11-28,30,1.77,3.3680000000000003,8586.82,1,1935413.18,2125700.0,home
LL0000792,1820000.0,2013-02-12,30,2.02,3.6180000000000003,8292.96,82,1139976.89,2125700.0,home
LL0001092,1944000.0,2016-08-17,30,1.5491,3.147,8350.91,40,1609963.74,2125600.0,home
LL0000486,2064000.0,2016-11-22,30,2.3119,3.91,9747.06,37,1703358.77,2120750.0,home
LL0000518,1870000.0,2012-11-10,30,1.61,3.208,8095.31,85,1181898.23,2120400.0,commercial property
LL0001003,1900000.0,2017-10-25,30,2.4317,4.03,9103.78,26,1663301.65,2119900.0,investment property
LL0001438,1980000.0,2015-09-16,30,2.3,3.898,9336.76,51,1503825.14,2118400.0,investment property
LL0001689,2028000.0,2018-05-05,30,2.95,4.548,10333.5,19,1831663.53,2118300.0,home
LL0000326,1896000.0,2014-06-11,30,2.65,4.248,9324.96,66,1280552.61,2117500.0,commercial property
LL0000964,1908000.0,2018-06-04,30,2.94,4.538,9710.68,18,1733207.69,2116800.0,investment property
LL0000553,1900000.0,2018-05-05,15,2.95,4.248,14291.37,19,1628464.03,2110300.0,investment property
LL0000092,1850000.0,2012-05-02,30,1.96,3.5580000000000003,8367.34,91,1088572.22,2110000.0,commercial property
LL0001264,2016000.0,2014-11-15,30,2.32,3.918,9529.63,61,1434692.43,2109650.0,commercial property
LL0001712,1830000.0,2014-08-07,30,2.43,4.0280000000000005,8766.27,64,1268958.96,2108650.0,home
LL0000122,1880000.0,2017-07-05,15,2.3232,3.6210000000000004,13551.78,29,1486998.39,2105500.0,commercial property
LL0001386,1780000.0,2012-01-23,30,2.09,3.688,8180.96,95,1002808.75,2105000.0,home
LL0000201,1848000.0,2016-01-14,30,2.1,3.698,8503.94,47,1448314.86,2100400.0,commercial property
LL0001281,1908000.0,2012-10-06,30,1.75,3.3480000000000003,8406.71,86,1185023.32,2100150.0,home
LL0001318,2004000.0,2014-10-14,15,2.21,3.508,14334.12,62,1115284.54,2099250.0,home
LL0001033,1840000.0,2015-09-27,30,2.17,3.7680000000000002,8540.13,51,1404453.3,2097850.0,commercial property
LL0001182,2028000.0,2016-04-17,30,1.76,3.358,8946.64,44,1634347.92,2095700.0,investment property
LL0000155,1790000.0,2013-02-14,30,2.0,3.5980000000000003,8136.14,82,1122836.5,2095600.0,commercial property
LL0001262,1860000.0,2013-10-10,30,2.71,4.308,9213.35,74,1178212.22,2093700.0,investment property
LL0001560,1824000.0,2015-03-11,30,2.11,3.708,8403.82,57,1344982.43,2091850.0,home
LL0001345,1810000.0,2014-06-12,30,2.58,4.178,8827.99,66,1227352.98,2091450.0,commercial property
LL0001125,1908000.0,2016-07-14,15,1.53,2.8280000000000003,13019.04,41,1374219.47,2091300.0,investment property
LL0001630,1820000.0,2015-02-19,30,2.11,3.708,8385.39,58,1333647.52,2088850.0,investment property
LL0000469,1800000.0,2014-02-13,30,2.73,4.328,8937.31,70,1174388.64,2087400.0,investment property
LL0000304,1840000.0,2016-05-03,30,1.81,3.408,8168.22,43,1488766.59,2086900.0,investment property
LL0001404,1840000.0,2016-05-08,30,1.79,3.388,8147.82,43,1489643.88,2086650.0,commercial property
LL0001220,1850000.0,2017-01-19,30,2.4739,4.072,8909.15,35,1538179.87,2083850.0,commercial property
LL0001731,1860000.0,2017-09-03,30,2.1657,3.764,8628.73,27,1627024.22,2082500.0,commercial property
LL0000429,1780000.0,2013-04-23,30,1.74,3.338,7832.9,80,1153367.83,2082200.0,commercial property
LL0001150,2004000.0,2019-02-23,30,2.65,4.248,9856.13,10,1905438.71,2079600.0,commercial property
LL0001383,1830000.0,2013-02-13,30,2.05,3.648,8369.45,82,1143705.37,2075650.0,commercial property
LL0001732,1968000.0,2017-06-18,30,2.1514,3.7489999999999997,9113.0,30,1694610.06,2074350.0,investment property
LL0000683,1880000.0,2019-04-06,15,2.5,3.798,13716.59,8,1770267.24,2073500.0,home
LL0001426,1860000.0,2014-12-04,30,2.25,3.8480000000000003,8717.71,60,1336937.47,2072700.0,home
LL0000995,1840000.0,2017-03-03,30,2.478,4.0760000000000005,8865.25,33,1547446.69,2071700.0,home
LL0000198,1860000.0,2018-04-20,15,2.96,4.258,13999.91,20,1580001.79,2071050.0,investment property
LL0000950,2028000.0,2017-09-10,30,2.0507,3.6489999999999996,9276.14,27,1777544.31,2070150.0,home
LL0000260,1944000.0,2013-04-13,30,1.75,3.3480000000000003,8565.32,80,1258774.19,2066700.0,commercial property
LL0000841,1872000.0,2015-12-13,30,2.13,3.728,8646.17,48,1456983.79,2066000.0,home
LL0000845,1824000.0,2013-05-04,30,1.78,3.378,8066.86,79,1186717.73,2065650.0,home
LL0000581,1944000.0,2013-05-27,30,2.01,3.608,8847.05,79,1245083.3,2064500.0,home
LL0001607,1850000.0,2014-12-13,30,2.1,3.698,8513.14,60,1339211.44,2062250.0,investment property
LL0000653,1836000.0,2017-07-02,30,2.3037,3.9019999999999997,8661.93,29,1584803.97,2061650.0,investment property
LL0000517,1956000.0,2014-04-01,30,2.77,4.368,9757.95,69,1282701.76,2061050.0,commercial property
LL0001170,1840000.0,2017-11-02,15,2.345,3.6430000000000002,13283.43,25,1507914.24,2059500.0,investment property
LL0000924,1830000.0,2014-01-04,30,3.01,4.6080000000000005,9390.14,71,1163299.83,2059400.0,investment property
LL0001504,1800000.0,2015-09-03,30,2.18,3.778,8364.71,51,1373400.03,2059050.0,commercial property
LL0000279,1908000.0,2015-01-06,30,1.97,3.568,8640.36,59,1398218.71,2059050.0,investment property
LL0000254,1968000.0,2015-02-20,30,2.13,3.728,9089.56,58,1440805.26,2056800.0,home
LL0000831,1740000.0,2012-07-20,15,1.49,2.7880000000000003,11839.51,89,686284.02,2056050.0,investment property
LL0001695,1764000.0,2013-12-16,30,2.89,4.488,8925.36,72,1121374.39,2054350.0,home
LL0000639,1790000.0,2015-06-09,15,2.42,3.718,12988.88,54,1088600.32,2053350.0,investment property
LL0000358,1800000.0,2016-01-20,30,2.01,3.608,8191.71,47,1414989.63,2052100.0,commercial property
LL0000071,1900000.0,2015-01-21,30,1.87,3.468,8497.95,59,1398621.18,2050300.0,commercial property
LL0001635,1860000.0,2019-07-05,30,2.04,3.638,8496.17,5,1817519.15,2049000.0,commercial property
LL0000693,1780000.0,2015-03-06,30,2.24,3.838,8332.59,57,1305042.21,2048100.0,investment property
LL0000774,1788000.0,2015-09-22,30,2.14,3.738,8268.34,51,1366314.84,2046100.0,commercial property
LL0000263,1810000.0,2013-10-09,30,2.68,4.2780000000000005,8933.81,74,1148898.31,2043750.0,investment property
LL0000684,1830000.0,2018-02-26,30,2.86,4.458,9226.73,22,1627011.97,2043700.0,investment property
LL0000816,1908000.0,2019-02-28,30,2.73,4.328,9473.54,10,1813264.56,2043350.0,commercial property
LL0001659,1900000.0,2018-10-11,30,3.14,4.738,9897.56,14,1761434.14,2042350.0,home
LL0001495,2028000.0,2019-05-17,30,2.39,3.988,9667.96,7,1960324.3,2039450.0,home
LL0001183,1896000.0,2015-07-13,30,2.44,4.038,9093.38,53,1414050.87,2037650.0,investment property
LL0001361,1848000.0,2019-06-26,30,2.05,3.648,8451.77,6,1797289.39,2037450.0,investment property
LL0000317,2028000.0,2019-07-25,15,2.08,3.378,14376.62,5,1956116.89,2036000.0,commercial property
LL0000495,1720000.0,2012-07-25,30,1.43,3.028,7277.59,89,1072294.57,2035800.0,commercial property
LL0001014,1788000.0,2013-01-14,30,1.89,3.488,8016.95,83,1122593.41,2035150.0,home
LL0001145,1840000.0,2015-11-24,30,2.24,3.838,8613.47,49,1417940.13,2034950.0,home
LL0001469,1872000.0,2014-06-11,30,2.65,4.248,9206.92,66,1264343.08,2033500.0,commercial property
LL0001066,1968000.0,2016-09-13,30,1.7271,3.325,8646.08,39,1630802.98,2028250.0,home
LL0000907,1752000.0,2014-10-17,30,2.22,3.818,8181.54,62,1244744.8,2027100.0,investment property
LL0000730,1890000.0,2012-08-01,30,1.56,3.158,8130.27,89,1166405.93,2025450.0,investment property
LL0000640,1980000.0,2017-07-19,30,2.2696,3.8680000000000003,9302.77,29,1710219.72,2024800.0,home
LL0000324,1860000.0,2014-04-11,30,2.63,4.228,9126.14,68,1239422.33,2024550.0,commercial property
LL0000760,1788000.0,2016-12-05,30,2.3941,3.992,8527.94,36,1480994.12,2024100.0,investment property
LL0001015,1850000.0,2017-03-02,30,2.4779,4.0760000000000005,8913.43,33,1555856.73,2021750.0,commercial property
LL0000836,1890000.0,2019-06-14,30,2.09,3.688,8686.53,6,1837880.85,2020050.0,home
LL0000910,1824000.0,2015-12-15,30,2.28,3.878,8580.25,48,1412147.78,2017900.0,investment property
LL0000408,1820000.0,2015-12-16,30,2.3,3.898,8582.28,48,1408050.75,2013850.0,home
LL0000790,1890000.0,2013-05-09,30,1.81,3.408,8390.18,79,1227175.68,2011400.0,home
LL0001568,1700000.0,2012-10-21,30,1.79,3.388,7527.87,86,1052602.82,2011400.0,investment property
LL0000942,1716000.0,2013-09-11,30,2.93,4.5280000000000005,8723.29,75,1061753.08,2011150.0,investment property
LL0000852,1764000.0,2013-02-07,30,1.99,3.588,8008.05,82,1107339.57,2009950.0,home
LL0000513,1830000.0,2016-09-22,30,1.6183,3.217,7930.17,39,1520723.49,2009800.0,home
LL0001012,1830000.0,2013-06-24,30,2.57,4.168,8914.87,78,1134640.25,2009100.0,investment property
LL0000881,1872000.0,2012-08-18,30,1.81,3.408,8310.27,88,1140695.82,2006600.0,commercial property
LL0001223,1824000.0,2016-08-09,30,1.55,3.148,7836.41,40,1510543.5,2006000.0,investment property
LL0001701,1872000.0,2012-09-09,30,1.67,3.2680000000000002,8165.57,87,1161595.64,2005500.0,investment property
LL0001171,1704000.0,2013-05-11,30,1.9,3.498,7649.82,79,1099664.28,2005300.0,commercial property
LL0001509,1788000.0,2014-09-15,30,2.6,4.198,8741.54,63,1237282.98,2004700.0,home
LL0001655,1870000.0,2019-04-01,30,2.49,4.088,9022.8,9,1788794.83,2003750.0,investment property
LL0001081,1812000.0,2012-11-04,30,1.75,3.3480000000000003,7983.73,85,1133383.23,2002700.0,home
LL0000204,1944000.0,2016-10-19,30,1.7432,3.341,8557.81,38,1618803.38,2002450.0,investment property
LL0001541,1810000.0,2016-01-14,30,2.1,3.698,8329.07,47,1418533.49,2002400.0,investment property
LL0000325,1692000.0,2012-12-06,30,1.59,3.188,7306.24,84,1078275.94,2001100.0,commercial property
LL0001624,1760000.0,2016-08-28,30,1.6296,3.228,7638.4,40,1454464.14,2001050.0,home
LL0000908,1908000.0,2014-12-10,30,2.18,3.778,8866.59,60,1376004.74,2000400.0,home
LL0000299,1800000.0,2018-12-02,30,3.01,4.6080000000000005,9236.21,12,1689165.52,1999750.0,investment property
LL0000586,1680000.0,2012-05-19,30,1.71,3.3080000000000003,7365.05,91,1009780.32,1999150.0,commercial property
LL0001536,1752000.0,2013-02-11,30,1.99,3.588,7953.58,82,1099806.65,1997750.0,commercial property
LL0001576,1680000.0,2012-06-21,30,1.63,3.228,7291.2,90,1023792.31,1997500.0,home
LL0000801,1810000.0,2016-05-22,30,1.85,3.448,8075.26,43,1462763.76,1995950.0,investment property
LL0001615,1896000.0,2014-07-12,15,2.53,3.8280000000000003,13861.62,65,994994.55,1995950.0,investment property
LL0000918,1848000.0,2015-03-19,30,1.98,3.5780000000000003,8379.02,57,1370396.02,1995450.0,investment property
LL0000342,1840000.0,2018-02-03,30,2.84,4.438,9255.35,22,1636382.33,1994850.0,investment property
LL0000367,1776000.0,2018-01-10,30,2.55,4.148,8631.13,23,1577484.05,1992050.0,investment property
LL0000877,1752000.0,2013-07-15,30,2.57,4.168,8534.89,77,1094813.43,1990050.0,commercial property
LL0001594,1880000.0,2013-12-28,30,3.02,4.618,9657.95,72,1184627.72,1989750.0,investment property
LL0001304,1860000.0,2019-07-25,30,2.08,3.678,8538.14,5,1817309.32,1988000.0,home
LL0001472,1680000.0,2013-01-01,30,1.78,3.378,7430.01,84,1055879.46,1987800.0,investment property
LL0000660,1900000.0,2018-06-27,15,2.83,4.128,14176.25,18,1644827.41,1987650.0,home
LL0000961,1860000.0,2016-07-15,15,1.6,2.898,12753.77,41,1337095.41,1983250.0,commercial property
LL0001284,1790000.0,2019-05-04,30,2.54,4.138,8688.76,7,1729178.71,1982100.0,home
LL0000690,1720000.0,2012-04-07,30,2.07,3.668,7885.77,92,994509.26,1981250.0,investment property
LL0001056,1932000.0,2017-05-25,30,2.2554,3.8539999999999996,9060.69,31,1651118.75,1979550.0,investment property
LL0001266,1810000.0,2017-05-10,15,2.4141,3.7119999999999997,13128.63,31,1403012.47,1978300.0,home
LL0000975,1720000.0,2012-08-26,30,1.68,3.278,7512.01,88,1058943.46,1974200.0,commercial property
LL0000159,1860000.0,2013-12-21,15,2.89,4.188,13934.08,72,856745.89,1970100.0,commercial property
LL0001330,1880000.0,2015-02-14,30,2.02,3.6180000000000003,8566.36,58,1383151.17,1969100.0,home
LL0001593,1690000.0,2014-08-07,15,2.43,3.728,12271.62,64,904616.19,1968650.0,commercial property
LL0000580,1704000.0,2012-02-11,30,1.96,3.5580000000000003,7707.0,94,979542.28,1968050.0,investment property
LL0001216,1810000.0,2014-08-25,30,2.39,3.988,8628.7,64,1257763.22,1967750.0,home
LL0001692,1752000.0,2018-01-27,30,2.66,4.258,8626.99,23,1553579.13,1967200.0,commercial property
LL0000705,1880000.0,2018-08-07,15,2.98,4.2780000000000005,14169.49,16,1653288.15,1965600.0,home
LL0000220,1840000.0,2013-02-28,30,1.89,3.488,8250.1,82,1163491.64,1964900.0,home
LL0000592,1788000.0,2016-11-26,30,2.3572,3.955,8489.86,37,1473875.01,1964550.0,home
LL0000285,1780000.0,2019-11-19,30,1.79,3.388,7882.13,1,1772117.87,1962150.0,home
LL0001212,1690000.0,2015-01-26,30,1.83,3.428,7521.1,59,1246255.37,1960050.0,investment property
LL0001123,1730000.0,2017-04-07,30,2.3822,3.9810000000000003,8239.35,32,1466340.81,1959950.0,commercial property
LL0001396,1880000.0,2018-12-12,30,2.91,4.508,9534.62,12,1765584.53,1959250.0,home
LL0000579,1704000.0,2015-12-01,15,2.15,3.448,12138.13,49,1109231.55,1958600.0,commercial property
LL0000154,1690000.0,2012-01-02,30,1.89,3.488,7577.54,95,970133.77,1956050.0,home
LL0001586,1812000.0,2018-10-08,30,3.23,4.828,9537.63,14,1678473.21,1954500.0,home
LL0001393,1890000.0,2016-07-22,30,1.57,3.168,8140.58,41,1556236.17,1952900.0,investment property
